Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,TitleWordCount
Mastering Ethereum,"Andreas M. Antonopoulos, Gavin Wood Ph.D.",O'Reilly Media,2018-11-13,9781491971918,424,Computers,4.0,1,en,2
Consider Phlebas,Iain M. Banks,Orbit,2009-12-01,9780316095839,560,Fiction,4.5,9,en,2
November Blues,Sharon M. Draper,Simon and Schuster,2009-05-19,9781439164358,323,Young Adult Fiction,4.5,36,en,2
The Magician's Elephant,"Kate DiCamillo, Yoko Tanaka",Candlewick Press,2009-01-01,9780763652982,225,Juvenile Fiction,4.5,2,en,3
Landing Page Optimization,"Tim Ash, Maura Ginty, Rich Page",John Wiley & Sons,2012-03-29,9781118234532,480,Computers,5.0,1,en,3
Daniel Goleman Omnibus,Daniel Goleman,Bloomsbury Publishing,2004-01-01,9780747574569,735,Emotional intelligence,5.0,2,en,3
America (the Book),"Jon Stewart, Ben Karlin, David Javerbaum",Grand Central Publishing,2004-01-01,9780446532686,248,Humor,4.0,226,en,3
Surviving Autocracy,Masha Gessen,Penguin,2020-06-02,9780593188941,288,Political Science,3.0,1,en,2
Lethal Rider,Larissa Ione,Grand Central Publishing,2012-05-22,9781455511150,271,Fiction,3.5,11,en,2
The Psychopath Test,Jon Ronson,Pan Macmillan,2011-06-03,9781447202509,247,Psychology,4.0,23,en,3
How to Read a Person Like a Book,"Gerard I. Nierenberg, Henry H. Calero",Barnes & Noble Publishing,1994-01-01,9781566194013,200,Business & Economics,4.5,7,en,8
The Call of the Wild and Selected Stories,Jack London,Penguin,2009-08-04,9781101105245,170,Fiction,5.0,1,en,8
An Immense World,Ed Yong,Random House,2022-06-21,9780593133248,485,Nature,4.5,2,en,3
Academically Adrift,"Richard Arum, Josipa Roksa",University of Chicago Press,2011-01-15,9780226028576,272,Education,4.0,1,en,2
In My Own Way,Alan Watts,New World Library,2011-02-09,9781577319931,402,Religion,3.0,1,en,4
Aftershocks,Nadia Owusu,Simon & Schuster,2021-01-12,9781982111229,320,Biography & Autobiography,5.0,1,en,1
War Trash,Ha Jin,Vintage,2007-12-18,9780307430113,370,Fiction,5.0,1,en,2
Financial Shenanigans,Howard M. Schilit,McGraw Hill Professional,2002-03-01,9780071386265,320,Business & Economics,4.0,5,en,2
"Measurements of Higgs Boson Properties in Proton-Proton Collisions at √s =7, 8 and 13 TeV at the CERN Large Hadron Collider",Ulascan Sarica,Springer Nature,2019-09-26,9783030254742,114,Science,5.0,1,en,21
The Little Book of String Theory,Steven S. Gubser,Princeton University Press,2010-02-08,9781400834433,183,Science,5.0,1,en,6
Making Chocolate,Dandelion Chocolate,Clarkson Potter,2017-11-14,9780451495365,370,Cooking,1.5,2,en,2
Mixed-Effects Models in S and S-PLUS,"José C. Pinheiro, Douglas Bates",Springer Science & Business Media,2009-04-15,9781441903174,538,Computers,5.0,1,en,6
S Programming,"William Venables, B.D. Ripley",Springer Science & Business Media,2000-04-20,9780387989662,284,Computers,5.0,3,en,2
The S-Word,Chelsea Pitcher,Simon and Schuster,2013-05-07,9781451695168,308,Juvenile Fiction,5.0,1,en,2
The Cathedral & the Bazaar,Eric S. Raymond,"""O'Reilly Media, Inc.""",2001-02-01,9780596553968,260,Computers,4.0,25,en,5
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Simon and Schuster,2010-12-21,9781442431263,176,Juvenile Fiction,4.0,18,en,9
Delusional States,Nosheen Ali,Cambridge University Press,2019-09-19,9781108497442,319,History,5.0,1,en,2
Listen!,Stephanie S. Tolan,Harper Collins,2012-04-24,9780062213358,235,Juvenile Fiction,5.0,1,en,1
This Time Is Different,"Carmen M. Reinhart, Kenneth S. Rogoff",Princeton University Press,2011-08-07,9780691152646,513,Business & Economics,3.5,2,en,4
The Happiest Baby on the Block,"Harvey Karp, M.D.",Bantam,2008-11-19,9780307485809,250,Family & Relationships,3.0,7,en,6
Last Words,William S. Burroughs,Grove Press,2000-01-01,9780802137784,308,Biography & Autobiography,4.0,1,en,2
Stranger in a Strange Land,Robert A. Heinlein,Hachette UK,2014-06-05,9781444710236,497,Fiction,5.0,2,en,5
Fox in Socks,Dr. Seuss,RH Childrens Books,2013-09-24,9780385372077,37,Juvenile Fiction,5.0,1,en,3
Surviving the Applewhites,Stephanie S. Tolan,Harper Collins,2012-04-24,9780062213365,228,Juvenile Fiction,4.0,5,en,3
Hide and Seeker,Daka Hermon,Scholastic Inc.,2020-09-15,9781338583649,166,Juvenile Fiction,5.0,1,en,3
The Dime,Kathleen Kent,Mulholland Books,2017-02-14,9780316311069,277,Fiction,4.0,1,en,2
The Masters of Atlantis,Charles Portis,Abrams,2000-03-01,9781590206621,183,Fiction,5.0,1,en,4
Sons,Pearl S. Buck,Open Road Media,2012-08-21,9781453263471,815,Fiction,3.0,3,en,1
And Tango Makes Three,"Justin Richardson, Peter Parnell",Simon and Schuster,2015-06-02,9781481460958,40,Juvenile Nonfiction,4.0,1,en,4
Standards for Internal Control in the Federal Government,United States Government Accountability Office,Lulu.com,2019-03-24,9780359541829,88,Reference,5.0,1,en,8
Triggered,Donald Trump Jr.,Center Street,2019-11-05,9781546086024,303,Political Science,3.5,9,en,1
The One and Only Ivan,Katherine Applegate,Harper Collins,2012-01-17,9780062101983,305,Juvenile Fiction,4.5,26,en,5
Fear and Loathing,Hunter S. Thompson,Grand Central Publishing,2006-10-20,9780446698221,496,Biography & Autobiography,4.0,8,en,3
Love That Dog,Sharon Creech,A&C Black,2002-01-01,9780747557494,113,Juvenile Fiction,5.0,1,en,3
The Tiny Seed,Eric Carle,Simon and Schuster,1987-01-01,9780887080159,40,Juvenile Nonfiction,4.0,2,en,3
The Birth of Loud,Ian S. Port,Simon and Schuster,2019-01-15,9781501141768,352,Music,5.0,1,en,4
Halo: Evolutions,"Tobias S. Buckell, Karen Traviss, Frank O'Connor, Eric Nylund","Farrar, Straus, and Giroux",2009-11-24,9780765315731,532,Fiction,5.0,1,en,2
The Human Resources Program-Evaluation Handbook,"Jack E. Edwards, John C. Scott, Nambury S. Raju",SAGE,2003-07-22,9780761923961,600,Business & Economics,3.5,2,en,5
I Took the Moon for a Walk,Carolyn Curtis,Barefoot Books,2004-01-01,9781841486116,44,Juvenile Fiction,4.0,1,en,7
Flesh and Blood,Patricia Cornwell,Harper Collins,2014-11-06,9780007552443,414,Fiction,4.0,1,en,3
El Deafo,Cece Bell,Abrams,2014-09-02,9781613126219,252,Juvenile Fiction,4.5,22,en,2
Just Ask!,Sonia Sotomayor,Penguin,2019-09-03,9780525514138,21,Juvenile Fiction,5.0,1,en,2
We Were Eight Years in Power,Ta-Nehisi Coates,One World,2017-10-03,9780399590580,402,Biography & Autobiography,5.0,1,en,6
Slow Learner,Thomas Pynchon,Penguin,2012-06-13,9781101594612,153,Fiction,4.0,1,en,2
"Hey, That's MY Monster!",Amanda Noll,Flashlight Press,2018-03-21,9781947277083,37,Juvenile Fiction,1.0,1,en,4
The Little Bride,Anna Solomon,Penguin,2011-09-06,9781101544235,320,Fiction,3.0,3,en,3
"Grow Up, David!",David Shannon,Scholastic Inc.,2018-08-28,9781338290677,38,Juvenile Fiction,5.0,1,en,3
Poor Economics,"Abhijit V. Banerjee, Esther Duflo",PublicAffairs,2012-03-27,9781610391603,321,Business & Economics,3.0,1,en,2
The Rainbow Fish,Marcus Pfister,Simon and Schuster,1992-01-01,9781558580091,32,Juvenile Fiction,3.0,5,en,3
A Series of Unfortunate Events 01. The Bad Beginning,Lemony Snicket,Egmont Books (UK),2012-09-01,9781405266062,192,"Baudelaire, Klaus (Fictitious character)",4.5,10,en,9
Growing Vegetable Soup,Lois Ehlert,Houghton Mifflin Harcourt,,9780152061760,64,Juvenile Fiction,3.0,3,en,3
Vampire Island,Adele Griffin,Penguin,2007-08-16,9781101200650,136,Juvenile Fiction,5.0,2,en,2
Hello Gen Z,Claire Madden,Hello Clarity,2019-12-01,9780648170419,262,Social Science,5.0,1,en,3
Jules vs. the Ocean,Jessie Sima,Simon & Schuster Books for Young Readers,2020-06-16,9781534441682,48,Juvenile Fiction,5.0,1,en,4
The Type-Z Guide to Success,Marc Allen,New World Library,2010-10-06,9781577318095,178,Self-Help,3.0,2,en,5
Little Leaders: Bold Women in Black History,Vashti Harrison,"Little, Brown Books for Young Readers",2017-12-05,9780316475105,99,Juvenile Nonfiction,5.0,2,en,7
Legend,Marie Lu,Penguin,2011-11-29,9781101545959,318,Young Adult Fiction,4.5,43,en,1
Wafer Level 3-D ICs Process Technology,"Chuan Seng Tan, Ronald J. Gutmann, L. Rafael Reif",Springer Science & Business Media,2009-06-29,9780387765341,365,Technology & Engineering,5.0,1,en,6
Ferri's Clinical Advisor 2019 E-Book,Fred F. Ferri,Elsevier Health Sciences,2018-05-26,9780323550765,7409,Medical,5.0,4,en,5
"Tintinalli's Emergency Medicine: A Comprehensive Study Guide, 8th edition","Judith E. Tintinalli, J. Stephan Stapczynski, O. John Ma, David M. Cline, Garth D. Meckler",McGraw Hill Professional,2016-03-22,9780071809139,2173,Medical,3.0,1,en,9
Devdas,Śaratcandra Caṭṭopādhyāya,Penguin Books India,2002-01-01,9780143029267,148,Fiction,5.0,1,en,1
A Void,Georges Perec,David R. Godine Publisher,2005-01-01,9781567922967,316,Comics & Graphic Novels,3.0,3,en,2
Sapiens and Homo Deus: The E-book Collection,Yuval Noah Harari,HarperCollins,2017-02-21,9780062693600,504,Science,5.0,1,en,7
N by E,Rockwell Kent,Wesleyan University Press,1996-07-26,9780819572073,305,Literary Criticism,1.0,1,en,3
The E-Myth Revisited,Michael E. Gerber,Harper Collins,2009-03-17,9780061741654,203,Business & Economics,4.0,1,en,3
"Oh, the Places You'll Go!",Dr. Seuss,RH Childrens Books,2013-09-24,9780385371988,29,Juvenile Fiction,3.5,4,en,5
Behave,Robert M. Sapolsky,Penguin,2017-05-02,9780735222786,802,Science,5.0,2,en,1
Verity,Colleen Hoover,Grand Central Publishing,2021-10-05,9781538724743,295,Fiction,5.0,1,en,1
It Ends with Us,Colleen Hoover,Pocket Books,2020-07-28,9781982143657,448,Fiction,4.5,14,en,4
Electrical Engineering 101,Darren Ashby,Elsevier,2011-10-13,9780123860026,305,Technology & Engineering,5.0,1,en,3
Easter Island,Jennifer Vanderbes,Dial Press Trade Paperback,2004-06-01,9780385336741,321,Fiction,3.5,2,en,2
Immune,Philipp Dettmer,Random House,2021-11-02,9780593241318,369,Science,5.0,3,en,1
The Friend Zone,Abby Jimenez,Forever,2019-06-11,9781538715628,316,Fiction,5.0,1,en,3
Almost Everyone's Guide to Science,"John Gribbin, Mary Gribbin",Yale University Press,2000-01-01,9780300084603,258,Science,3.0,3,en,5
The Little Big Art Book,Roberto Carvalho de Magalhães,McRae Books,2004-01-01,9788889272312,976,Art,4.0,1,en,5
Romanov,Nadine Brandes,Thomas Nelson,2019-05-07,9780785217251,350,Young Adult Fiction,4.0,1,en,1
Adventures of Ook and Gluk: Kung Fu Cavemen from the Future,Dav Pilkey,Scholastic Inc.,2012-12-01,9780545513166,657,Juvenile Fiction,5.0,2,en,11
Love Does,Bob Goff,Thomas Nelson Inc,2012-01-01,9781400203758,242,Religion,5.0,2,en,2
You Are a Badass®,Jen Sincero,Running Press Adult,2013-04-23,9780762448319,258,Self-Help,2.0,1,en,4
Better Than Before,Gretchen Rubin,Doubleday Canada,2015-03-17,9780385679466,294,Self-Help,5.0,1,en,3
Collaborative Helping,"William C. Madsen, Kevin Gillespie",John Wiley & Sons,2014-04-07,9781118567630,244,Psychology,1.0,1,en,2
Henry and Mudge,Cynthia Rylant,Simon and Schuster,,9780689810046,48,Juvenile Fiction,3.0,1,en,3
The Future of History,John Lukacs,Yale University Press,2011-04-26,9780300175134,191,History,5.0,1,en,4
Ignition!,John Drury Clark,Rutgers University Press,2018-05-23,9780813599199,217,Biography & Autobiography,5.0,1,en,1
The Book of Unusual Knowledge,Ltd Publications International,"Publications International, Limited",,9781450845809,704,Reference,5.0,1,en,5
The Astronaut Wives Club,Lily Koppel,Grand Central Publishing,2013-06-11,9781455503230,337,History,4.0,2,en,4
A Night Divided (Scholastic Gold),Jennifer A. Nielsen,Scholastic Inc.,2015-08-25,9780545682435,300,Juvenile Fiction,4.5,12,en,5
Einstein,Walter Isaacson,Simon and Schuster,2008-09-04,9781847395894,603,Biography & Autobiography,5.0,1,en,1
New Dictionary of South African Biography,E. J. Verwey,HSRC Press,1995-01-01,9780796916488,330,Biography & Autobiography,5.0,3,en,6
Mom & Me & Mom,Maya Angelou,Random House,2013-04-02,9781400066117,225,Biography & Autobiography,5.0,2,en,5
Survived by One,"Robert E. Hanlon, Thomas V Odle",SIU Press,2013-08-06,9780809332632,224,True Crime,3.5,2,en,3
Made in China,Anna Qu,Catapult,2021-08-03,9781646220359,157,Biography & Autobiography,4.0,1,en,3
Under the Wide and Starry Sky,Nancy Horan,Ballantine Books,2014-01-21,9780345538826,534,Fiction,3.5,2,en,6
Dandelion Fire,"N. D. Wilson, Nathan D. Wilson",Random House Books for Young Readers,2009-01-01,9780375838835,466,Juvenile Fiction,5.0,1,en,2
Novacene,James Lovelock,MIT Press,2020-11-10,9780262539517,155,Social Science,5.0,1,en,1
Shakespeare,Peter Ackroyd,Anchor,2010-04-21,9780307490827,594,Biography & Autobiography,4.0,1,en,1
Start-up Nation,"Dan Senor, Saul Singer",Twelve,2011-09-07,9781455503469,213,Business & Economics,4.5,2,en,2
Hacking For Dummies,Kevin Beaver,John Wiley & Sons,2018-06-27,9781119485513,507,Computers,4.5,6,en,3
Does Technology Drive History?,"Merritt Roe Smith, Leo Marx",MIT Press,1994-06-02,9780262691673,310,Technology & Engineering,4.0,1,en,4
James Madison,"Ralph Louis Ketcham, Ralph Ketcham",University of Virginia Press,1990-01-01,9780813912653,788,Biography & Autobiography,2.5,3,en,2
Johnny Cash,Robert Hilburn,Hachette+ORM,2013-10-29,9780316248693,726,Biography & Autobiography,5.0,1,en,2
The Wives of Henry VIII,Antonia Fraser,Vintage,2014-04-30,9780804152617,819,Biography & Autobiography,4.0,1,en,5
Running with Scissors,Augusten Burroughs,St. Martin's Press,2010-04-01,9781429902526,347,Biography & Autobiography,4.0,9,en,3
Moods of Future Joys,"Alastair Humphreys, Sir Ranulph Fiennes",Eye Books (US&CA),2007-11-01,9781908646033,199,Travel,5.0,1,en,4
The Rest of Us Just Live Here,Patrick Ness,HarperCollins,2015-10-06,9780062403186,163,Young Adult Fiction,3.0,1,en,7
Going Too Far,Jennifer Echols,Simon and Schuster,2009-03-17,9781416572176,311,Young Adult Fiction,4.5,9,en,3
The Last Kids on Earth,Max Brallier,Penguin,2015-10-13,9780425287569,257,Juvenile Fiction,4.0,7,en,5
The Killer Angels,Michael Shaara,Modern Library,2004-11-02,9780679643241,369,Fiction,3.5,5,en,3
The Disunity of Science,"Peter Louis Galison, David J. Stump",Stanford University Press,1996-01-01,9780804725620,584,Science,4.0,1,en,4
The Math Book,Clifford A. Pickover,"Sterling Publishing Company, Inc.",2009-01-01,9781402757969,532,Mathematics,5.0,5,en,3
Death By Black Hole,Neil deGrasse Tyson,W. W. Norton & Company,2007-01-16,9780393062243,392,Religion,4.0,8,en,4
Science and Technology in World History,"James Edward McClellan, Harold Dorn",JHU Press,2006-04-14,9780801883606,502,History,4.0,3,en,6
Design and Technology - Revised Edition,"Colin Caborn, John Cave, Ian Mould",Nelson Thornes,,9780174482772,420,Crafts & Hobbies,5.0,2,en,6
Hydrogen Aircraft Technology,G. Daniel Brewer,CRC Press,1991-06-04,9780849358388,450,Technology & Engineering,5.0,1,en,3
Fuel Cell Technology,Nigel Sammes,Springer Science & Business Media,2006-05-14,9781846282072,306,Technology & Engineering,4.0,2,en,3
Drafting Technology Patent License Agreements,Michael J. Lennon,Wolters Kluwer,2007-01-01,9780735567481,3247,Law,1.0,1,en,5
Technology-Based Health Promotion,Sheana Bull,SAGE,2010-11-04,9781452238883,297,Medical,5.0,1,en,3
Sandworm,Andy Greenberg,Anchor,2019-11-05,9780385544412,370,Computers,5.0,1,en,1
Rebels against the Raj,Ramachandra Guha,Penguin Random House India Private Limited,2022-01-22,9789354924446,511,History,4.0,1,en,4
The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",Allen & Unwin,2009-06-01,9781741768534,277,Fiction,3.5,17,en,8
Skeletons on the Zahara,Dean King,"Little, Brown",2004-02-16,9780759509696,351,Biography & Autobiography,5.0,1,en,4
"Good Vibes, Good Life",Vex King,"Hay House, Inc",2018-12-04,9781788171823,305,Self-Help,5.0,2,en,4
One Doctor,Brendan Reilly,Simon and Schuster,2013-09-03,9781476726298,465,Biography & Autobiography,4.0,1,en,2
Science as a Contact Sport,Stephen H. Schneider,National Geographic Books,2009-01-01,9781426205408,308,Climatic changes,5.0,1,en,5
Did Jesus Exist?,Bart D. Ehrman,Harper Collins,2012-03-20,9780062089946,449,Religion,3.5,3,en,3
The Real Lincoln,Thomas J. Dilorenzo,Forum Books,2009-02-19,9780307559388,386,History,3.0,7,en,3
Iron Curtain,Anne Applebaum,Anchor,2012-10-30,9780385536431,803,History,5.0,2,en,2
A Biography of No Place,Kate BROWN,Harvard University Press,2009-06-30,9780674028937,323,History,3.0,2,en,5
Encyclopedia of Monasticism: A-L,William M. Johnston,Taylor & Francis,2000-01-01,9781579580902,866,History,3.5,2,en,4
Big Bug,Henry Cole,Simon and Schuster,2014-04-15,9781442498990,32,Juvenile Fiction,4.0,1,en,2
Milestones to Success,Acharya Prashant,PrashantAdvait Foundation,2015-01-01,9789352585564,30,Philosophy,5.0,1,en,3
Innovations and Advances in Computer Sciences and Engineering,Tarek Sobh,Springer Science & Business Media,2010-03-10,9789048136582,569,Technology & Engineering,5.0,1,en,8
"The Jews of Warsaw, 1939-1943",Yisrael Gutman,Indiana University Press,1989-02-22,9780253205117,512,History,5.0,1,en,5
The Deep End of the Ocean,Jacquelyn Mitchard,Penguin,1997-07-01,9781101199565,501,Fiction,5.0,2,en,6
A History of Knowledge,Charles Van Doren,Ballantine Books,1992-03-17,9780345373168,449,History,4.5,5,en,4
Napoleon the Great,Andrew Roberts,Penguin UK,2016-05-27,9780241294666,942,Biography & Autobiography,4.0,1,en,3
The Brothers K,David James Duncan,Dial Press,2010-07-28,9780307755247,654,Fiction,4.0,3,en,3
Leading with the Heart,"Mike Krzyzewski, Donald T. Phillips",Grand Central Publishing,2010-01-30,9780446537001,264,Self-Help,5.0,2,en,4
K-Pax,Gene Brewer,Macmillan + ORM,2001-01-15,9780312701321,238,Fiction,3.5,7,en,1
The Ghost Map,Steven Johnson,Penguin,2006-01-01,9781594489259,332,History,3.5,11,en,3
Soil Analysis,"K. I. Peverill, L. A. Sparrow, D. J. Reuter",CSIRO PUBLISHING,1999-01-01,9780643063761,427,Electronic books,4.5,3,en,2
Characteristic Classes,"John Willard Milnor, James D. Stasheff",Princeton University Press,1974-01-01,9780691081229,342,Mathematics,5.0,1,en,2
K-Pop Revolution,Stephan Lee,Scholastic Inc.,2022-04-05,9781338751147,254,Young Adult Fiction,5.0,1,en,2
The Missing Peace,Dennis Ross,Macmillan,,9780374529802,900,History,4.0,1,en,3
Blow,"K'wan, 50 Cent",Simon and Schuster,2007-07-24,9781416559658,258,Fiction,3.5,4,en,1
Wildefire,Karsten Knight,Simon and Schuster,2012-08-28,9781442421189,403,Juvenile Fiction,4.0,1,en,1
"Forever Geek (Geek Girl, Book 6)",Holly Smale,HarperCollins UK,2017-03-09,9780007574674,293,Juvenile Fiction,5.0,1,en,6
Simplicial Objects in Algebraic Topology,J. P. May,University of Chicago Press,1992-01-01,9780226511818,171,Mathematics,5.0,2,en,5
FTCE Elementary Education K-6 Book + Online,"Betty Neilsen Green, Rhonda Atkinson, Nancy Ann Tattner",Research & Education Assoc.,2016-06-28,9780738687872,495,Education,1.0,1,en,7
Snow Globe Wishes,Erin Dealey,Sleeping Bear Press,2019-09-15,9781534146327,36,Juvenile Fiction,5.0,1,en,3
"K-ON!, Vol. 3","kakifly,",Hachette UK,2014-02-18,9780316409803,130,Comics & Graphic Novels,3.0,1,en,3
Fly Away Home,Eve Bunting,Houghton Mifflin Harcourt,1991-01-01,9780395559628,40,Juvenile Fiction,5.0,1,en,3
The Killer's Tears,Anne-Laure Bondoux,Delacorte Press,2008-12-18,9780307486738,178,Young Adult Fiction,5.0,1,en,3
Tracking Game,Margaret Mizushima,Crooked Lane Books,2019-11-12,9781643851365,299,Fiction,5.0,1,en,2
BTS: The K-pop Pioneer,UK Jung,KpopBehind,2018-09-13,9791196029784,74,Art,3.5,3,en,4
The Unforgettable Logan Foster #1,Shawn Peters,HarperCollins,2022-01-18,9780063047693,226,Juvenile Fiction,5.0,1,en,5
Kabul Beauty School,"Deborah Rodriguez, Kristin Ohlson",Random House,2007-04-10,9781588366078,290,Biography & Autobiography,3.0,13,en,3
A Kissing Hand for Chester Raccoon,Audrey Penn,Tanglewood,2014-04-15,9781933718774,14,Juvenile Fiction,5.0,1,en,6
The Philip K. Dick Reader,Philip K. Dick,Citadel Press,1997-01-01,9780806518565,436,Fiction,5.0,1,en,5
All Systems Red,Martha Wells,Tordotcom,2017-05-02,9780765397522,93,Fiction,4.5,4,en,3
River Teeth,David James Duncan,Dial Press,2012-01-11,9780440336518,274,Literary Collections,2.5,3,en,2
Becoming Muhammad Ali,"James Patterson, Kwame Alexander",jimmy patterson,2020-10-05,9780316498180,320,Juvenile Fiction,5.0,1,en,3
Uni the Unicorn,Amy Krouse Rosenthal,Random House Studio,2014-08-26,9780375982088,49,Juvenile Fiction,5.0,1,en,3
The Essential Ananda K. Coomaraswamy,Ananda Kentish Coomaraswamy,"World Wisdom, Inc",2004-01-01,9780941532464,352,Art,5.0,2,en,5
This Voice in My Heart,"Gilbert Tuhabonye, Gary Brozek",Harper Collins,2009-11-10,9780061986130,272,Biography & Autobiography,5.0,1,en,5
"Wither (The Chemical Garden, Book 1)",Lauren DeStefano,HarperCollins UK,2011-08-04,9780007425464,196,Young Adult Fiction,4.5,6,en,6
Crown of Coral and Pearl,Mara Rutherford,Harlequin,2019-08-27,9781488038884,358,Young Adult Fiction,4.5,2,en,5
Kitten's First Full Moon,Kevin Henkes,Harper Collins,2004-03-02,9780060588281,44,Juvenile Fiction,3.5,6,en,4
All My Friends Are Dead,"Avery Monsen, Jory John",Chronicle Books,2013-10-01,9781452135380,96,Humor,4.0,6,en,5
Knitty Kitty,David Elliott,Candlewick Press,2008-01-01,9780763631697,36,Juvenile Fiction,5.0,1,en,2
The Last Speakers,K. David Harrison,National Geographic Books,2010-01-01,9781426204616,316,Language Arts & Disciplines,4.0,1,en,3
J.J. Pizzuto's Fabric Science,"Ingrid Johnson, Allen C. Cohen, Ajoy K. Sarkar",Bloomsbury Publishing USA,2015-09-24,9781628926583,400,Business & Economics,5.0,1,en,4
Relativistic Quantum Theory of Atoms and Molecules,Ian P Grant,Springer Science & Business Media,2007-04-15,9780387350691,813,Science,5.0,1,en,7
Blue Mind,Wallace J. Nichols,"Little, Brown",2014-07-22,9780316252072,292,Psychology,3.0,1,en,2
Cleft Orthodontics,Om P. Kharbanda,Thieme,2022-08-31,9789392819759,938,Medical,5.0,1,en,2
Hope: A Tragedy,Shalom Auslander,Penguin,2012-01-12,9781101561287,301,Fiction,4.0,4,en,3
All the Men of the Bible,Herbert Lockyer,Zondervan,,9780310280811,388,Religion,5.0,1,en,6
The Future for Investors,Jeremy J. Siegel,Crown Currency,2005-03-08,9780307236647,338,Business & Economics,5.0,1,en,4
The Limits of Power,Andrew Bacevich,Macmillan,2008-08-05,9780805088151,240,Political Science,3.5,5,en,4
Nothing Daunted,Dorothy Wickenden,Simon and Schuster,2011-06-21,9781439176603,306,Biography & Autobiography,5.0,1,en,2
One of Us Is Lying,Karen M. McManus,Penguin UK,2017-06-01,9780141375649,343,Young Adult Fiction,4.5,10,en,5
Small Teaching,James M. Lang,John Wiley & Sons,2016-03-07,9781118944493,272,Education,5.0,1,en,2
Getting Things Done,David Allen,Penguin,2015-03-17,9780698161863,354,Business & Economics,4.5,3,en,3
Bird by Bird,Anne Lamott,Anchor,2007-12-18,9780307424983,274,Language Arts & Disciplines,3.5,4,en,3
Slade House,David Mitchell,Random House,2015-10-27,9780812998696,272,Fiction,5.0,1,en,2
Little Do We Know,Tamara Ireland Stone,"Little, Brown Books for Young Readers",2018-06-04,9781484773970,365,Young Adult Fiction,5.0,1,en,4
F My Life,"Maxime Valette, Guillaume Passaglia, Didier Guedj",Villard,2009-06-09,9780345520111,290,Humor,5.0,4,en,3
"Vittorio, the Vampire",Anne Rice,Ballantine Books,2010-11-17,9780307575944,305,Fiction,5.0,1,en,3
Islamic Empires,Justin Marozzi,Penguin UK,2019-08-29,9780241199053,385,History,2.5,2,en,2
The Sky Inside,Clare B. Dunkle,Simon and Schuster,2010-12-21,9781442428898,217,Young Adult Fiction,1.0,1,en,3
"Sadhguru, More Than a Life",Arundhathi Subramaniam,Penguin Books India,2010-01-01,9780670085125,250,Biography & Autobiography,5.0,2,en,5
The Clockwork Three,Matthew J. Kirby,Scholastic Inc.,2012-02-01,9780545323079,385,Juvenile Fiction,5.0,12,en,3
My Little Secret,Anna J,Kensington Books,2008-01-01,9781933967561,264,Fiction,5.0,1,en,3
Slumdog Millionaire,Vikas Swarup,Simon and Schuster,2008-11-18,9781439136652,338,Fiction,4.0,7,en,2
Disgrace,Jussi Adler-Olsen,Penguin UK,2012-06-21,9780141962528,483,Fiction,5.0,1,en,1
The Boy at the Back of the Class,Onjali Q. Raúf,Delacorte Press,2019-08-06,9781984850799,304,Juvenile Fiction,4.5,4,en,8
The Unkindness of Ravens,M. E. Hilliard,Crooked Lane Books,2021-04-13,9781643856957,336,Fiction,4.0,1,en,4
Investment Valuation,Aswath Damodaran,John Wiley & Sons,2002-01-31,9780471414902,1014,Business & Economics,3.5,8,en,2
Queen Of Angels,Greg Bear,Hachette UK,2012-03-05,9780575123366,436,Fiction,4.0,1,en,3
Chain Event Graphs,"Rodrigo A. Collazo, Christiane Goergen, Jim Q. Smith",CRC Press,2018-01-29,9781498729611,255,Business & Economics,5.0,1,en,3
For the Wolf,Hannah Whitten,Hachette UK,2021-06-01,9780356516356,464,Fiction,5.0,1,en,3
Reclaiming History: The Assassination of President John F. Kennedy,Vincent Bugliosi,W. W. Norton & Company,2007-01-01,9780393045253,1714,Biography & Autobiography,2.0,2,en,9
The Facebook Effect,David Kirkpatrick,Simon and Schuster,2010-06-08,9781439109809,393,Business & Economics,4.0,22,en,3
The Neutronium Alchemist,Peter F. Hamilton,Orbit,2009-09-29,9780316086561,592,Fiction,4.5,2,en,3
Courage to Change—One Day at a Time in Al‑Anon II,Al-Anon Family Groups,Al-Anon Family Groups Inc.,2018-08-01,9780996306416,375,Self-Help,5.0,1,en,10
The Vaccine Book,Robert W. Sears,"Little, Brown Spark",2011-10-26,9780316213639,226,Family & Relationships,3.0,4,en,3
Dragon of the Two Flames - Demonic Magick & the Gods of Canaan,Michael Ford,Lulu.com,2012-04-30,9781105710841,587,Religion,5.0,1,en,13
Sink or Swim (Whatever After #3),Sarah Mlynowski,Scholastic Inc.,2013-04-30,9780545540278,144,Juvenile Fiction,5.0,2,en,6
Him,"Elle Kennedy, Sarina Bowen",Rennie Road Books,2015-07-28,9781942444077,309,Fiction,4.0,1,en,1
Profscam,Charles J. Sykes,Regnery Publishing,1988-10-01,9780895265593,332,Education,5.0,1,en,1
Hidden Bodies,Caroline Kepnes,Simon and Schuster,2016-02-23,9781476785646,448,Fiction,4.0,1,en,2
"""K"" is for Killer",Sue Grafton,Holt Paperbacks,2009-11-03,9781429911658,351,Fiction,3.5,3,en,4
